,text,mbti
144,아~ 맞아요 생각 진짜 많아요,intj
145,혼자 있을 때 안 좋은 생각밖에 안 해요,esfp
146,그리고 걔가 엄청 계획적이어서 최고 나쁜 일까지 계획을 해서 좀 부정적이게 되는 거 같아요,esfp
147,아 맞아요 아 부정적...,intj
148,그래서.. 좀.. 걜 만날 때마다 넌 왜 그렇게 부정적으로 생각하냐? 하거든 넌 왜 이렇게 계획이 없냐? 서로 좀 그래요,esfp
149,뭐 도와드릴까요?,isfj
150,아이 괜찮아요 괜찮아요,entp
151,뭐 하세요? 음식?,isfj
152,제육볶음 해가지고~ 그냥 재워놓을라고요,entp
153,제육볶음? 너무 좋아요~ 저 진짜 이런 식사 하고 싶었거든요,isfj
154,아 못했구나.. 아 맞네 나랑 계속 떨어져 있어가지고ㅋㅋ,entp
155,약간 라면 많이 먹어가지고 저,isfj
156,나랑.. 나랑 떨어져 있어서 이런 식사류를 못 먹었대,entp
157,ISFP 님이랑 저랑 살이 많이 빠졌어요,isfj
159,저 살 엄청 쪘어요,entp
160,아니 라면만 먹긴 했는데 살이 빠졌더라고요 저거 먹어서 그런 거 같아요 가르시니아! 아니 목욕하는데 갈비뼈가 막 다 나왔더라고~,isfj
161,어 이걸? 어ㅋㅋ,entp
162,아 반대라고 했지?,enfj
164,아 얘길 하고 싶었다고 해가지고,enfj
165,음~ 네 뭔가 기회가 없을 줄 알았는데 바로 생겼네요 ,infp
166,원래 INFP 셨다고...,infp
167,아예 아예 다소심하고 말 안하고 사람들이 말 걸면 일단은 뒤로 물러나고 울고 그랬는데 지금은 이제 안 그래요,estj
168,상상이 안 돼요,infp
169,나도 지금은 상상을 못 하겠어,estj
170,우리가 보여준 모습에선 절대 그럴 모습이 없지?,enfj
171,난 지금도 상상이 안 가,estj
172,근데 어제 살짝 나왔어 나왔대,enfj
173,이렇게 한 명 일대일로 얘기할 때는 그게 나오는 거 같은데 쪼끔... 어려운 거 같아,estj
174,오늘 오늘 완전 표 완전 많이 받으셨던데,isfp
175,맞아요 몰표 받으셨던데,isfj
176,내가~ 로봇 인간들한테 바이러스를 좀 풀어놨거든,entj
177,아 T 분들한테~,isfj
178,나만 아직 한 표도 없어...,esfj
180,나 그래서 좀 속상했어,esfj
183,너무 일찍 자서 그래 너가,entj
184,고것도 약간 있어 어,esfj
186,너무 솔직히 솔직히 좀 너무 일찍 잤어,entj
187,고것도 있어 왜냐면 대화를 안 하니까,esfj
188,어 대화를 안 해버려서 누군지도...,entj
190,아니 잔다 그러는데 어떡해 근데,entj
191,와 진짜... 못 버티겠는 거야 못 버티겠는 거야 그러니까 오더니 그냥 와서 슬쩍 얘기하더라,entj
192,너무 착한 거 아니야?,isfj
194,잘 먹겠습니다~,enfp
196,잘 먹겠습니다 맛있게 드십쇼~,entj
200,맞아 저도 그렇게 잘하진 않잖아요,esfj
201,그거는 처음 해봐서...,intp
202,아 루미큐브는 처음이었어,esfj
204,할리갈리를 못했어,esfj
208,맞아! 약간 속상했어,esfj
209,그러니까 속상하다고 해서 마음 쓰여요 나 난 처음에도 속상했거든요 처음에 0표 받았을 때도 근데 아직도 그렇다고 하니까...,isfj
210,아 근데 처음엔 속상하지 않았거든요? 근데 첫째 날 둘째 날은 아무 생각 없었던 게 그때도 제가 그랬잖아요 이제 사람들이... 그러니까 나는 잘 묻어갔구나 그만큼 그런 생각이 들어서 아무 생각 안 들었는데 근데 막상 다 하나씩은 있는데 나만 없으니까 뭔가 속상한 거 있지,esfj
211,그러니까 오늘 할게,isfj
212,막상 다 있는데 나는 없는 거야,esfj
213,제가 오늘 줄게요 좋았어요~ 진짜,isfj
214,그래가지고 약간 좀 울컥했어,esfj
215,아니에요 억지로 그러진 마요,esfj
216,억지 아니에요~,isfj
217,어 나는 그래서 오히려 약간... 좀 내가... 별론가? 이런 생각 했어...,esfj
218,안 별로야~ 진짜 좋아~,isfj
219,나는 진짜...,esfj
220,당당하고 멋있어 기운 내요,isfj
221,생각하니까 마음 놓인다,esfj
222,속상했지 난 진짜 속상했어 그래서 첫날에 근데 그거 때문에도 좀,isfj
224,그쵸 안 운다면서 또 울어,entp
225,속상해서 눈물이 날 거 같았어요 나는,isfj
227,왜 그랭 휴지 갖다 줄까? 왜 그래~,isfj
228,나도 내가 좋아하는 사람 해야겠다 오늘 뽑아야겠다 그냥,isfj
229,아~ 이거 잠깐이었구나 뭐야 이제 진짜 J P 나누네~ 잠깐의 만남이었네,intp
231,나 오늘은 하루 종일 같이 있는 줄 알았어,entp
232,근데 나 덕분에~ 맛있는 거 먹었어요,isfj
233,막 다 하고 싶잖아 여기도 적용하고 싶고,enfp
235,미션 왔나 보다,estp
236,아 진짜... 나 소름.. 난 소름 돋았어,entj
239,모르겠어여~ 우선 한번 펴볼게요~,entj
240,저희의 첫... 두 번째 미션,istp
241,스케줄표 짜는 건가 봐!,enfp
242,시간표 싫어 싫어 안돼,isfp
244,아 우리 짜지 말장!,enfp
245,저의... 의견을 말해도 될까요?,esfp
246,네 한번 해보세요,istp
247,여섯 시까지 밥을 먹어야 되니까 한 시부터 다섯 시까지 자유시간으로 적어놓고,esfp
248,나도 그 생각 했어,enfp
249,저도 너무 좋다 생각해요 다섯 시까지 자유시간 네,isfp
250,그리고 다섯 시부터 여섯 시에 저녁 시간 해가지고 알아서 시리얼 먹어요,esfp
251,맞아 맞아 너무 좋다,isfp
252,나도 자유시간 생각했어,enfp
253,너무 좋다 진짜 좋다 진짜 좋다,isfp
254,어 머리 완전 좋아,estp
256,어 그럼 18시까지는 저녁식사를 꼭 해야 되는 거예요?,esfj
257,그 전 그냥 그 전에 넣고 설거지할 시간까지 딱 넣어야 될 거 같은데,entj
258,한 네 시 반부터 저녁 식사 준비하면은 다섯 시에 먹고 다섯 시부터 한 3~40분간 밥 먹고 그다음 20분 동안 설거지하면은 바로 끝나니까~ ,istj
259,그거는 확실하니까 그것부터 넣으면 되겠다 그거는 일단 정해졌으니까,entj
261,근데 사실 이것도 필요 없어 우리는,istp
262,뭐야! 진짜 필요 없어,enfp
263,아 J들 이거 뭐 또 이거 선 그어가면서 뻘짓하고 있을 거 생각하니까 벌써부터 속이 미어터지네,istp
264,그치 그치 한 시간마다 막 그냥...,estp
265,너무 사소한 것까지 다 적어야 되나?,istj
266,아이~ 뭐 그런 거 싫잖아 또 그런 거 어차피... 뭉태기로 가는... 뭉텅이로 가는 게 낫지 않아요?,entj
267,이행하기도 편하고,enfj
268,아니 그러니까 애초에 이런 시간표를 짜는 거는 되게 몇 년 만이라 나는 일의... 일정을 짜지,istj
269,태스크.. 기준으로?,intj
270,근데 만약 이렇게 시간 단위로 쪼개서 하면은 내가 뭐 청소할 시간이랑,istj
272,뭐.. 빨래할 시간이랑 책 읽는 시간이랑 담배 피는 시간까지 다 적어야 되나 싶어가지고,istj
273,한 시부터 여섯 시까지만 표시하고 거기서 자유시간,isfp
274,한 시부터 여섯 시까지ㅋㅋ,enfp
275,한 시부터 여섯 시까지,isfp
276,아 그냥 계속 자유시간 해 그냥 한 시부터 열 시까지,estp
278,뭐 하지? 우리 그러면은 다섯 시부터 여섯 시까지 저녁 시간?,entp
279,여기만 이렇게 그으면 안 돼요?,esfp
281,괜찮아 이대로 따라가면 돼,entp
283,어 꾸미자 꾸미자,entp
284,그럼 MBTI를 떠나서 그냥 각자의 그거에 대한 Q&A 시간!,estj
285,인생 뭐 삶 직업,istj
286,MBTI는 뭐 MBTI를 해도 되고 궁금한 거,intj
287,아 그것도 상관없고 상관없고,estj
288,궁금한 거? Q&A?,entj
289,그럼 Q&A 시간?,esfj
290,어 그렇게 가면 될 거 같아,entj
291,지금이 한 시 십..,istj
292,그냥 지금부터 해 그냥 뭐...,entj
294,한 시 반부터?,istj
295,응 한 시 반 대충 한 요쪽 그으면 될 거 같아,estj
296,왜냐면 준비하고 가자 그러면은 여기 말고 저 소파 가서 편안하게 하면 되겠네,entj
297,근데 우리~ 너무 자유시간 아냐? 근데 우리 그냥 이 지치지... 지쳐서 잠들지 않을까?,entp
298,그래도 되지 않을까?,esfp
299,그것도 나쁘지 않죠,istp
300,나쁘지 않아..?,entp
301,우리 뭐 시체놀이나 할까요?,istp
302,뭐 아님 카테고리.. 는 있어야 하지 않을까? 그러니까 자유시간 안에서 뭘 해도 되는 거잖아 그냥,entp
303,제발 카테고리 만들지 말아 줘~,estp
304,ESTP 님은 뭐 할 거예요?,entp
305,뭐 할 거예요?,entp
306,계획이 없는ㅋㅋ,enfp
307,나는 무계획이 너무 좋아 무계획!,entp
309,저는 살짝 J가 좀 많아가지고 뭐 저 계획이 있어요,isfp
310,하고 싶은 거 있.. 어 어떤 계획이 있어요?,entp
311,지금 지금 이게 지금 계획인데 지금 지금 계획을 실천해..,isfp
312,뭐.. 뭐 하.. 뭐 하고 싶어?,estp
314,나는... 나 이거... 나... 나 J가 있나 봐~,entp
315,완전 있지 완전,enfp
316,뭐.. 뭐 하고 싶어 뭐 하고 싶어?,estp
317,뭐라도 해야... 좀 생산적인 일을 하고 싶어,entp
318,생산적인 일? 난 이게 생산적인 거 같아,estp
320,네 저도 지금 이 대화 하면.. 소통하면서 지금~,isfp
321,완전 생산적인데?,enfp
322,진짜 너무 생산적이었어,isfp
323,엔돌.. 엔돌핀이 나오는 거 같은 느낌?,estp
325,그래서 나는 뭐 사진을 찍고 놀까 아니면은 뭐 뭐... 뭐 욕.. 그.. 요 그... 음악 교실 같은 거를 할까 아님 색칠...,entp
327,음악 교실은 누가 해?,enfp
329,어 지금.. 의식의 지금 흐름 흐름!,isfp
331,아 뭐 그냥 그런 것도 있으.. 나...,entp
332,아 옆에서 고양이 울어~,enfp
333,고양이 어딨어?,estp
334,우는 거 맞아?,entp
335,애옹~ 이러는데 밖에?,enfp
339,잠깐만~ 내가 갈게,entj
340,미션이다! 미션이다! 미션이다!,entp
341,미션이 또 있.. 아..,enfp
342,아니 미션 왔잖아,estp
343,그러니까 방금 이거 미션 아니야?,enfp
344,뭐야 뭐가 왔어,esfp
346,세 번째 미션까지 있는데?,entj
347,미션 생각하느라 진짜 힘드셨겠다,isfj
350,편안하게 읽어.. 읽어 줘,entj
351,아 설마! 우리가 안해가지고 미션지 바꾸는 거 아냐 계획표를?,isfp
353,제발! 야 아니야 말이 씨가 되는데,enfp
364,생각 많이 하셨네예~ 와~ 생각 많이 하셨네예~ 내가 원래 경우를... 짚고... 가는 사람인데 생각을 많이 하셨네예 이걸...,entj
367,아~ 말도 안 돼 진짜 말도 안 돼,isfp
368,근데 저기는 오히려 이거 싫어할 수도 있어,istp
369,엄청 좋아할 거 같은데?,estp
370,아냐 아냐 안 좋아해 자기들이 계획 짜 놨는데~ 바꾸라고 하면 X나 싫지~,istp
371,와~ 이거 이거 이 생각 했어?,entj
372,예상 못 했다~,estj
373,쉬면.. 쉬면 돼요 자유 시간입니다 자유 시간,enfj
374,이럴 줄 알았어,isfj
375,그래도 꾸미긴 했네,enfj
376,아 디게 좋은데?,estp
378,아 나쁘지 않아,estp
379,시간표 졸라 예뻐,istp
381,야 J도 나쁘지 않네~,estp
382,Q&A는 뭐야 대화하는 것? 대화하는 거?,enfp
383,아니 식사를 세 시간 동안 해?,entp
385,야 밥은 어떻게 했냐 얘네는?,entj
388,아 이거 지켜야 돼?,intj
389,1시간 동안 해야 돼,estj
390,우리 그냥 자유롭게 지내면 되잖아,isfj
391,저녁밥 한 시간?,infj
392,자유시간은 많거든? 근데 밥이 한 시간밖에 안 돼,estj
393,엄청 불편해 하고 계셔ㅋㅋ 표정 봐ㅋㅋ,isfj
394,지금 지금 지금 머릿속에서 밥을 한 시간 안에 다 하고 설거지까지 하라고?,entj
396,아 이게 식사가~ 요리하는 시간이랑 밥 먹는 시간이니까,estp
397,아니 어디 뭐 프랑스야?,entp
398,어 좋은데? 별로 다를 게 없네~,enfp
399,자 서로에게 궁금한 점을 물어보는,istp
400,근데ㅋㅋ아니 어떻게 30분을 나눴어?,entp
401,좋아 어 다행이다,enfp
402,아 나쁘지 않은데? 나는 저게 한 1분 단위로 다 나눠놨을 줄 알았는데,estp
403,3시 20분까지 Q&A를 하고 4시 반까지,entp
404,어 나도 와 나 긴장했네~,enfp
406,어 너무 편견이었나 우리?,enfp
407,J도 사람이네~,estp
409,아까 내가 말한 대로 청소 시간 독서 시간 휴식 시간 담타 이런 거 다 적었어 봐 분 단위로,istj
410,그렇게 갔었으면,entj
411,난리 났겠다 그럼 저기 지금,enfj
413,그쪽은 개이득 아닌가? 우리가 너무 좀 편하게 해 줘서?,intp
416,아 근데 그거 아무것도 안 하는걸 불편해하는 사람들이 있을 수가 있지~,entp
417,근데 걔네는 내가 볼 땐 자유시간이니까 또 지들끼리 모여가지고,estp
418,또 뭔갈 어 맞어 만들어서 할 거 같아,enfp
419,야 우리 Q&A 할까? 막 이랬을 거야,estp
420,그래 그래 그래,enfp
421,맞아 맞아 맞아 맞아 맞아,isfp
422,어차피 자유잖아,enfp
423,우리 그럼 저 시간 동안 뭐할까요?,esfj
424,우리 그냥 우리대로 가면 돼,entj
425,아까 정한 거 하면 돼,estj
426,우린 별... 우리는 그대로 가면 돼,entj
427,어 하고 싶은 거 해도 돼 진짜 자유시간이니까,estj
428,Q&A가 더 널널해졌다는 거지,entj
429,Q&A를 굳이 시간 지켜서 시작하고 끝맺을 필요가 없어졌다는 거니까,istj
430,자도 돼 자도 돼,estj
431,어 자면서 해도 되는 거지 옵션이 좀 더.. 뭐 붙었다는 거지,entj
432,와~ 나는 한 통수 맞은 게 진짜 너무 화가 난다 진짜,entj
433,저희 Q&A 한 번 할까요 Q&A?,estp
434,예 하세요 하세요 하세요,istp
435,여기 이거 지켜야 되니까 우리 한번 할까?,enfp
436,네 우리 다 지금 듣고 있어,istp
437,오케이 Q&A 한번 하고 이따가 사보타지 할까요?,estp
438,네 좋아요 좋아요,enfp
440,요기 요기 앉으세요 여기 앉으세요,entp
441,네 질문하겠습니다,esfp
442,네 누구신진 모르겠지만,istp
443,16가지의 MBTI 중 제일 궁금한 MBTI는 누구인가요?,esfp
445,MBTI만 놓고 봤을 때?,entp
449,누가 보면 통풍 잘 되는 바지 그런 느낌이야,esfj
450,어 그거 열지 마,esfj
451,아니 아니 그게 아니라 이거라고,estj
452,이것은 심의에.. 위반하는..,esfj
453,아니 아니 아니 딱 멈춰,estj
455,언제부터 이뻤어요?,esfp
456,아이고 세상에나,isfp
459,그러면 저 여기서 질문하겠습니다,istp
460,사보타지를 하기 싫은 이유가 뭐예요?,istp
461,아 이런 말 해도 되나..?,isfp
464,아니 그게 아니라,isfp
465,너무 허접이라서?,intp
466,그게 아니라 제가... 항상 이겨가지고...,isfp
467,나 져 준 거였는데,intp
468,너무 못한대 이 양반이,istp
469,나 져 준 거야~,intp
470,이상형이 뭐예요?,infp
471,아 이상형이요?,intp
473,좋은 질문이었어~,enfp
474,당황은 하지 말고 그냥ㅋㅋ 좋은 질문이라고,istp
475,어 좋은 질문이었어,enfp
476,당황했어 갑자기,istp
477,어 좋은 질문이었어,enfp
478,너무 좋았어 진짜,isfp
480,이상형은 이제 뭐 외모도 좋고 MBTI도 같이 섞어서 말해주시면 감사하겠습니다,istp
481,MBTI로는 솔직히 모르겠어 왜냐면은 제가 좋아하는 스타일은 밝은 느낌!,intp
482,ES...TJ 님,istp
485,ESF... 모르겠어요 그 그.. 웃을 때 되게 밝게 웃는 그 느낌이 있어요 제가 좀 약간 감정표현.. 을 잘 못하는 편이고,intp
486,아 웃을 때 밝게 웃는 편이면 지금 ISFP 님이... ,istp
